ticker,unit_economics_score,capital_discipline_score,balance_sheet_score,hedge_book_score,reserves_score,operational_score,sentiment_score,macro_sensitivity_score,caligula_score,tier,quarter
FANG,,,,,,,,0.25,0.0225,D,2014-09-30
MTDR,,,,,,,,0.0,0.0,D,2014-09-30
EOG,,,,,,,,0.75,0.0675,D,2014-09-30
SM,,,,,,,,0.25,0.0225,D,2014-09-30
PXD,,,,,,,,,,,2014-09-30
CPE,,,,,,,,,,,2014-09-30
LPI,,,,,,,,,,,2014-09-30
CXO,,,,,,,,,,,2014-09-30
