ticker,unit_economics_score,capital_discipline_score,balance_sheet_score,hedge_book_score,reserves_score,operational_score,sentiment_score,macro_sensitivity_score,caligula_score,tier,quarter
FANG,,,,,,,,0.375,0.03375,D,2015-06-30
MTDR,,,,,,,,0.375,0.03375,D,2015-06-30
EOG,,,,,,,,0.625,0.05625,D,2015-06-30
SM,,,,,,,,0.125,0.01125,D,2015-06-30
PXD,,,,,,,,,,,2015-06-30
CPE,,,,,,,,,,,2015-06-30
LPI,,,,,,,,,,,2015-06-30
CXO,,,,,,,,,,,2015-06-30
