ticker,unit_economics_score,capital_discipline_score,balance_sheet_score,hedge_book_score,reserves_score,operational_score,sentiment_score,macro_sensitivity_score,caligula_score,tier,quarter
FANG,,,,,,,,0.5,0.045,D,2016-03-31
MTDR,,,,,,,,0.5,0.045,D,2016-03-31
EOG,,,,,,,,0.5,0.045,D,2016-03-31
SM,,,,,,,,0.0,0.0,D,2016-03-31
PXD,,,,,,,,,,,2016-03-31
CPE,,,,,,,,,,,2016-03-31
LPI,,,,,,,,,,,2016-03-31
CXO,,,,,,,,,,,2016-03-31
