long_return,short_return,long_short_return,benchmark_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,spearman_ic,pearson_ic,ic_tstat,hit_rate,p_value,newey_west_tstat,bootstrap_ci_low,bootstrap_ci_high,turnover,average_names_held,concentration_hhi,portfolio_beta,sector_beta,oil_beta,gas_beta,size_exposure,value_exposure,leverage_exposure,momentum_exposure,bid_ask_cost,short_borrow_cost,slippage,average_filing_delay_days,failed_extraction_rate
-0.244361,1.155682,-1.189904,-0.146465,-1.043439,,0.628893,-0.168646,-0.191253,-1.209773,,,,,0.416667,0.60124,,-0.135848,0.06566,,3.19,0.369213,-0.7283,-0.0824,-0.3351,,,,,,5.0,50.0,,,0.0
