ticker,valuation_date,pdp_pv,pdnp_pv,pud_pv,total_reserve_life_tv,pdp_pct,pdnp_pct,pud_pct,notes
EOG,2026-06-10,15000.0,6000.0,7500.0,28500.0,0.5263157894736842,0.21052631578947367,0.2631578947368421,PDP/PDNP/PUD split with distinct risk factors.
