path,file_type,line_count,imports,exports,referenced_by,references,purpose,status,cleanup_action
data/raw/edgar/facts_0001658566.json,json,118459,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-23-000019.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-16-000137.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-22-000109.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-17-000188.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-22-000071.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-21-000067.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-17-000009.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-21-000179.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-21-000008.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-23-000088.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-24-000094.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001841666-25-000031.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-24-000049.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-20-000198.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-21-054364.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-20-000024.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-22-000091.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-23-000040.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-21-038989.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-18-000053.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-15-000020.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-20-000193.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-22-000076.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-20-000174.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-22-000179.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001792580.json,json,13697,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-25-000111.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-18-000032.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-23-000169.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-17-000026.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-14-000005.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-17-000124.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0000893538.json,json,16280,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-17-000087.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/facts_0001528129.json,json,222491,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-19-000117.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-24-000106.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-24-000018.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-14-000022.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-18-000008.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-18-000054.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-22-000137.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-19-000156.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-15-000018.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-24-000107.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-24-000012.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-24-000019.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-23-000174.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-25-000059.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-21-000047.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-22-000042.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-25-064603.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-24-000209.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-18-000082.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-18-000025.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-21-000130.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-24-000003.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-24-000121.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-21-000126.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-22-000020.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/facts_0000858470.json,json,269742,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-16-000180.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-24-000011.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-25-000022.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-25-000069.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-22-000149.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-22-000192.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-22-000060.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-21-000129.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-19-000033.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-24-000023.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-22-000093.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-25-000024.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-24-000109.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-22-000009.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-22-000113.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-24-000150.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-16-000122.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-23-000024.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-22-000017.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-22-000007.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-20-000119.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-17-000017.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-18-000077.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-25-027914.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-24-000031.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-23-000079.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-18-000020.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-22-000056.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-19-000117.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001866175.json,json,6785,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-22-000112.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-18-000005.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-22-000123.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0000928054.json,json,16258,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-18-000011.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001509589.json,json,16100,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-24-000030.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-25-000165.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-18-000123.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-19-000124.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001358071.json,json,16116,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-17-000083.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-21-000089.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-23-000102.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-14-000025.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-15-000048.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/facts_0001792580.json,json,139303,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-15-000104.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-19-000062.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-22-000008.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-16-000110.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-23-000011.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-18-000067.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-21-000086.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-19-000023.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-21-000015.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-24-123514.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-16-000079.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-22-000039.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-24-087984.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-22-000047.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-25-000066.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-24-000069.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-25-000045.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-24-000076.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-17-000041.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/facts_0000893538.json,json,222699,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-20-000037.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-21-000030.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-22-000028.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-20-005663.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-22-000018.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001528129.json,json,16105,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-22-000041.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-23-000084.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-24-000152.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-23-000019.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-21-000053.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-14-000091.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-15-000005.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-23-000054.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-25-000131.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001658566.json,json,15622,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-20-000137.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-19-000003.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-16-000171.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-18-000102.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-19-000008.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-22-006978.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-16-000029.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001871133-21-000007.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-24-021368.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-21-000233.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-24-000060.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-17-000140.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-15-000034.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-24-000021.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-23-000155.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-22-027941.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-23-000073.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-17-000013.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-16-000253.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-23-035227.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-22-000009.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-21-000069.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-22-000015.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0002040266-25-000007.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-25-000066.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-22-000065.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-23-000056.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-20-000021.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-19-000030.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-23-000059.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-20-049219.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-15-000005.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-20-000164.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-25-000078.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-22-000058.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-23-000048.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-15-000011.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/facts_0001539838.json,json,240448,,,,,General component,KEEP,none
data/raw/edgar/sub_0001038357.json,json,16174,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-24-000013.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001841666.json,json,12619,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-22-000136.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0000821189.json,json,16126,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-23-000183.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-17-000104.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-22-000214.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001841666-25-000014.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001658566_0001658566-25-000014.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-25-000032.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-19-000028.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-23-000134.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-24-000019.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-18-000137.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-23-000106.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-15-000009.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-14-000027.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-25-000167.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-23-019797.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-22-037075.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-19-000048.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-24-000198.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-25-000008.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-21-000084.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-25-000196.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-20-000070.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-23-000094.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-23-000015.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-21-000152.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-18-000061.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-15-000071.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-23-000097.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-23-000037.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-23-000014.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-23-000007.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-16-000209.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-24-000105.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-17-000017.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0002040266-24-000003.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-20-000009.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-25-000009.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-17-000105.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-18-000093.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-24-000082.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-14-000017.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/sub_0001520006.json,json,16098,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-21-000017.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-23-000056.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-20-000053.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-21-000044.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-20-000015.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-21-000026.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-18-000106.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-21-000117.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-25-000078.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-22-000032.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-15-000019.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-22-000191.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-23-000034.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0001564590-21-021734.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-17-000076.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000858470_0000858470-24-000106.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-25-000122.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-17-000110.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-24-054736.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001038357_0001038357-20-000050.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001866175_0001866175-24-000071.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000928054_0000928054-14-000010.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001528129_0001528129-22-000040.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001841666_0001784031-24-000008.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001509589_0001509589-24-000020.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-24-000078.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001792580_0000950170-23-060397.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-17-000010.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000893538_0000893538-20-000140.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001358071_0001358071-20-000011.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0000821189_0000821189-20-000028.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001520006_0001520006-19-000068.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-25-000021.json,json,21,,,,,General component,KEEP,none
data/raw/edgar/llm_extract_0001539838_0001539838-22-000167.json,json,21,,,,,General component,KEEP,none
outputs/tables/eog_dcf_outputs.csv,csv,2,,,,,General component,KEEP,none
outputs/tables/eog_reserve_bucket_tv.csv,csv,4,,,,,General component,KEEP,none
outputs/tables/backtest_audit_example.csv,csv,2,,,,,General component,KEEP,none
outputs/tables/composite_scores_quarterly.csv,csv,5,,,,,General component,KEEP,none
outputs/tables/rankings_quarterly.csv,csv,5,,,,,General component,KEEP,none
outputs/tables/reserve_bucket_tv_summary.csv,csv,2,,,,,General component,KEEP,none
outputs/tables/pillar_scores_quarterly.csv,csv,5,,,,,General component,KEEP,none
outputs/tables/pillar_methodology.csv,csv,2,,,,,General component,KEEP,none
outputs/tables/codebase_inventory.csv,csv,610,,,,,General component,KEEP,none
outputs/website/public_caligula_data.json,json,54,,,,,General component,KEEP,none
