ticker,quarter,unit_economics_score,capital_discipline_score,balance_sheet_score,hedge_book_score,reserves_score,operational_score,sentiment_score,macro_sensitivity_score,caligula_score,rank,tier
CXO,2020-03-31,0.4382716049382716,0.619047619047619,0.3452380952380953,0.40740740740740744,0.5444444444444445,0.38888888888888895,0.4444444444444444,0.5555555555555556,0.4676349206349207,9.0,C
SM,2020-06-30,0.7376543209876543,0.6952380952380953,0.7,0.5185185185185185,0.5685185185185184,0.7944444444444445,0.35333333333333333,0.2123456790123457,0.5993968253968254,1.0,B
MTDR,2020-06-30,0.5709876543209877,0.5288888888888889,0.5178571428571429,0.5925925925925926,0.7685185185185185,0.5166666666666666,0.7200000000000001,0.4790123456790124,0.5847222222222223,2.0,B
VTLE,2020-06-30,0.6944444444444444,0.7142857142857143,0.6398809523809523,0.48148148148148145,0.22222222222222224,0.5277777777777779,0.5555555555555556,0.5555555555555556,0.5645039682539683,3.0,B
OVV,2020-06-30,0.6635802469135803,0.5666666666666667,0.3958333333333333,0.5185185185185185,0.32129629629629625,0.6555555555555556,0.6466666666666666,0.3234567901234568,0.5199722222222223,4.0,C
EOG,2020-06-30,0.24074074074074073,0.5977777777777777,0.6666666666666667,0.7037037037037036,0.4222222222222222,0.4611111111111111,0.42000000000000004,0.7012345679012345,0.5126666666666667,5.0,C
FANG,2020-06-30,0.3395061728395061,0.5377777777777778,0.3779761904761905,0.3703703703703704,0.8407407407407407,0.5444444444444445,0.49333333333333335,0.4567901234567901,0.4849166666666667,6.0,C
CXO,2020-06-30,0.37037037037037035,0.5,0.39880952380952384,0.5555555555555555,0.7722222222222221,0.37222222222222223,0.2777777777777778,0.5555555555555556,0.4718333333333333,7.0,C
CPE,2020-06-30,0.4166666666666667,0.2619047619047619,0.431547619047619,0.5555555555555555,0.4666666666666667,0.7611111111111111,0.2777777777777778,0.5555555555555556,0.45125793650793644,8.0,C
PXD,2020-06-30,0.13271604938271608,0.33333333333333337,0.35714285714285715,0.7037037037037037,0.6333333333333333,0.36666666666666664,0.7777777777777778,0.5555555555555556,0.4487777777777778,9.0,C
SM,2020-09-30,0.36419753086419754,0.8095238095238095,0.6208333333333333,0.7037037037037037,0.6148148148148148,0.7,0.45000000000000007,0.16790123456790124,0.562234126984127,1.0,B
FANG,2020-09-30,0.5462962962962963,0.5044444444444445,0.556547619047619,0.6296296296296297,0.5814814814814815,0.85,0.38666666666666666,0.4567901234567901,0.5620277777777777,2.0,B
OVV,2020-09-30,0.6080246913580247,0.5466666666666666,0.5535714285714286,0.7407407407407408,0.5111111111111112,0.5833333333333333,0.38,0.4567901234567901,0.5566111111111112,3.0,B
MTDR,2020-09-30,0.6080246913580247,0.5288888888888889,0.6398809523809524,0.5555555555555555,0.4444444444444445,0.47222222222222215,0.5399999999999999,0.39012345679012345,0.5346944444444444,4.0,C
CPE,2020-09-30,0.5833333333333334,0.2619047619047619,0.3958333333333333,0.48148148148148157,0.47777777777777775,0.7333333333333334,0.8888888888888888,0.5555555555555556,0.5270357142857144,5.0,C
VTLE,2020-09-30,0.2901234567901235,0.7857142857142857,0.5,0.5185185185185185,0.5333333333333333,0.44444444444444436,0.5,0.5555555555555556,0.5107460317460317,6.0,C
EOG,2020-09-30,0.35802469135802467,0.5644444444444444,0.4166666666666667,0.2962962962962963,0.5981481481481482,0.5555555555555556,0.76,0.7012345679012345,0.5094444444444445,7.0,C
CXO,2020-09-30,0.691358024691358,0.5,0.4226190476190476,0.5185185185185185,0.5444444444444445,0.5166666666666667,0.1111111111111111,0.5555555555555556,0.4989444444444444,8.0,C
PXD,2020-09-30,0.11728395061728396,0.33333333333333337,0.35714285714285715,0.5555555555555556,0.7444444444444445,0.14444444444444443,0.7777777777777778,0.5555555555555556,0.4193333333333333,9.0,C
VTLE,2020-12-31,0.7098765432098766,0.8333333333333334,0.6339285714285714,0.6296296296296297,0.5111111111111111,0.9166666666666666,0.8888888888888888,0.5555555555555556,0.7089722222222222,1.0,A
SM,2020-12-31,0.6574074074074074,0.8095238095238095,0.6416666666666667,0.5555555555555555,0.7537037037037037,0.5722222222222222,0.6133333333333333,0.2567901234567901,0.6283730158730159,2.0,B
CXO,2020-12-31,0.6882716049382718,0.5,0.33035714285714285,0.6666666666666666,0.6555555555555557,0.3166666666666667,0.2222222222222222,0.5555555555555556,0.5076944444444444,3.0,C
FANG,2020-12-31,0.7098765432098766,0.58,0.2916666666666667,0.40740740740740744,0.4092592592592592,0.7166666666666667,0.39333333333333337,0.41234567901234565,0.5017222222222222,4.0,C
